bucket,zone,year,journal,first_author,n_authors,cited,type,doi,title
B,一区,2021,IEEE Transactions on Industrial Electronics,Peixin Wang,5,69,article,10.1109/tie.2021.3068674,Principle of Flux-Switching PM Machine by Magnetic Field Modulation Theory Part II: Electromagnetic Torque Generation
B,一区,2022,IEEE Transactions on Industrial Electronics,Yang Lu,3,42,article,10.1109/tie.2022.3152021,A Hybrid Calculation Method of Electromagnetic Vibration for Electrical Machines Considering High-Frequency Current Harmonics
B,一区,2024,Mechanical Systems and Signal Processing,Shuzhe Zhou,5,41,article,10.1016/j.ymssp.2024.111695,A two-degree-of-freedom nonlinear electromagnetic energy harvester in rotational motion
B,一区,2022,Mechanical Systems and Signal Processing,Weiwei Huang,4,37,article,10.1016/j.ymssp.2022.109304,"Modeling, design and control of normal-stressed electromagnetic actuated fast tool servos"
B,一区,2021,IEEE Transactions on Industrial Electronics,Wenzhe Deng,2,32,article,10.1109/tie.2021.3078388,Analysis of the Sideband Electromagnetic Noise in Permanent Magnet Synchronous Motors Generated by Rotor Position Error
B,一区,2019,IEEE Transactions on Industrial Electronics,Xuzhen Huang,7,58,article,10.1109/tie.2019.2892704,Detent-Force Minimization of Double-Sided Permanent Magnet Linear Synchronous Motor by Shifting One of the Primary Components
B,一区,2019,IEEE Transactions on Industrial Electronics,Shengnan Wu,5,48,article,10.1109/tie.2019.2959501,Electromagnetic Vibration Analysis of High-Speed Permanent Magnet Synchronous Machines With Amorphous Metal Stator Cores Considering Current Harmonics
B,一区,2019,IEEE Transactions on Industrial Electronics,Shanming Wang,5,45,article,10.1109/tie.2019.2939980,Filling Force Valley With Interpoles for Pole-Frequency Vibration Reduction in Surface-Mounted PM Synchronous Machines
B,一区,2016,IEEE Transactions on Industrial Electronics,Yasemin Öner,6,154,article,10.1109/tie.2016.2532285,Analytical On-Load Subdomain Field Model of Permanent-Magnet Vernier Machines
B,一区,2023,IEEE Transactions on Industrial Electronics,Lei Yao,4,29,article,10.1109/tie.2023.3250755,Fast Prediction and Staged Optimization of Electromagnetic Vibration in Permanent Magnet Synchronous Motor
B,一区,2019,IEEE Transactions on Industrial Electronics,Wenxiang Zhao,5,145,article,10.1109/tie.2019.2893848,Multiobjective Optimization of a Double-Side Linear Vernier PM Motor Using Response Surface Method and Differential Evolution
B,一区,2022,Mechanical Systems and Signal Processing,Minghui Yao,5,36,article,10.1016/j.ymssp.2022.108831,Dynamic analysis and design of power management circuit of the nonlinear electromagnetic energy harvesting device for the automobile suspension
B,一区,2015,IEEE Transactions on Industrial Electronics,Bo Zhang,4,157,article,10.1109/tie.2015.2500194,Development of a Yokeless and Segmented Armature Axial Flux Machine
B,一区,2023,IEEE Transactions on Industrial Electronics,Wenxiang Zhao,5,28,article,10.1109/tie.2023.3262876,Investigation of Winding Configuration on Electromagnetic Vibration in Modular Dual Three-Phase PM Machine
B,一区,2023,IEEE Transactions on Industrial Electronics,Wenxiang Zhao,5,10,article,10.1109/tie.2023.3292871,A Novel Discrete EMN for Electromagnetic Force and Vibration Computation of SPM Machine Considering Carrier Harmonics
B,一区,2018,IEEE Transactions on Industrial Electronics,Xuzhen Huang,6,51,article,10.1109/tie.2018.2860526,Electromagnetic and Thrust Characteristics of Double-sided Permanent Magnet Linear Synchronous Motor Adopting Staggering Primaries Structure
B,一区,2016,IEEE Transactions on Industrial Electronics,Hao Hua,3,136,article,10.1109/tie.2016.2559447,Novel Consequent-Pole Hybrid Excited Machine with Separated Excitation Stator
B,一区,2017,IEEE Transactions on Industrial Electronics,Ahmed Abdelrahman,3,119,article,10.1109/tie.2017.2777412,"Hyperloop Transportation System: Analysis, Design, Control, and Implementation"
B,一区,2016,IEEE Transactions on Industrial Electronics,Baoquan Kou,4,99,article,10.1109/tie.2016.2581142,Modeling and Analysis of a Novel Transverse-Flux Flux-Reversal Linear Motor for Long-Stroke Application
B,一区,2016,IEEE Transactions on Industrial Electronics,Shuanglong Wu,6,70,article,10.1109/tie.2016.2645502,Vibroacoustic Prediction and Mechanism Analysis of Claw Pole Alternators
B,一区,2019,IEEE Transactions on Industrial Electronics,Hui Yang,6,131,article,10.1109/tie.2019.2931494,A Novel Hybrid-Magnetic-Circuit Variable Flux Memory Machine
B,一区,2019,IEEE Transactions on Power Electronics,Yajun Lv,5,22,article,10.1109/tpel.2019.2960568,Permeance Distribution Function: A Powerful Tool to Analyze Electromagnetic Forces Induced by PWM Current Harmonics in Multiphase Surface Permanent-Magnet Motors
B,一区,2023,IEEE Transactions on Industrial Electronics,Guohai Liu,3,13,article,10.1109/tie.2023.3239778,Unequal Stator Modulated Teeth Structure to Reduce Electromagnetic Vibration in Permanent Magnet Vernier Machine
B,一区,2019,IEEE Transactions on Industrial Electronics,Ruiwu Cao,4,119,article,10.1109/tie.2019.2892676,Comparison Between Linear Induction Motor and Linear Flux-Switching Permanent-Magnet Motor for Railway Transportation
B,一区,2020,IEEE Transactions on Industrial Electronics,Peipei Du,5,14,article,10.1109/tie.2020.2992957,Interior Ballistic Characteristics of Electromagnetic Rail Launcher Considering the Dynamic Characteristics of Real Launcher
B,一区,2019,IEEE Transactions on Industrial Electronics,Shanming Wang,4,89,article,10.1109/tie.2019.2927175,Effect Comparison of Zigzag Skew PM Pole and Straight Skew Slot for Vibration Mitigation of PM Brush DC Motors
B,一区,2019,IEEE Transactions on Industrial Electronics,Zhuoran Zhang,3,97,article,10.1109/tie.2019.2944033,Design and Optimization of Halbach-Array PM Rotor for High-Speed Axial-Flux Permanent Magnet Machine With Ironless Stator
B,一区,2016,IEEE Transactions on Industrial Electronics,Gang Lv,4,101,article,10.1109/tie.2016.2565442,Investigation of Forces and Secondary Losses in Linear Induction Motor With the Solid and Laminated Back Iron Secondary for Metro
B,一区,2025,IEEE Transactions on Industrial Electronics,Jinwen Du,7,4,article,10.1109/tie.2025.3539378,Analysis of Dominant Electromagnetic Force Harmonics in External-Rotor SPM Machine Considering Tangential Force
B,一区,2024,IEEE Transactions on Industrial Electronics,Jianfeng Hong,4,8,article,10.1109/tie.2024.3398665,A Comprehensive Investigation of Tangential Force and Radial Force in PM Motor
B,一区,2022,IEEE Transactions on Industrial Electronics,Jae-Hyun Kim,4,61,article,10.1109/tie.2022.3181418,Comparative Study of Vibration on 10-Pole 12-Slot and 14-Pole 12-Slot PMSM Considering Tooth Modulation Effect
B,一区,2017,IEEE Transactions on Industrial Electronics,Yiming Shen,6,83,article,10.1109/tie.2017.2696492,Analysis of a Novel Double-Sided Yokeless Multitooth Linear Switched-Flux PM Motor
B,一区,2022,IEEE Transactions on Industrial Electronics,Li Yu,5,12,article,10.1109/tie.2022.3225808,Reduction of Cross-Coupling for Bearingless Doubly Salient Electromagnetic Motor Using Nonsynchronous Rotating Coordinate Transformation
B,一区,2017,IEEE Transactions on Industrial Electronics,Zhijian Ling,4,70,article,10.1109/tie.2017.2740820,Design Optimization and Test of a Radially Magnetized Magnetic Screw With Discretized PMs
B,一区,2017,IEEE Transactions on Industrial Electronics,Kai Wang,4,77,article,10.1109/tie.2017.2669888,Optimum Injected Harmonics Into Magnet Shape in Multiphase Surface-Mounted PM Machine for Maximum Output Torque
B,一区,2021,IEEE Transactions on Industrial Electronics,Guangtong Ma,6,37,article,10.1109/tie.2021.3097600,An Analytical-Experiment Coupling Method to Characterize the Electrodynamic Suspension System at Various Speeds
B,一区,2015,IEEE Transactions on Industrial Electronics,Jingang Bai,5,125,article,10.1109/tie.2014.2381159,Characteristic Analysis and Verification of the Magnetic-Field-Modulated Brushless Double-Rotor Machine
B,一区,2016,Mechanical Systems and Signal Processing,Yuanping Xu,4,52,article,10.1016/j.ymssp.2016.06.009,Active magnetic bearings dynamic parameters identification from experimental rotor unbalance response
B,一区,2024,IEEE Transactions on Industrial Electronics,Wei Chen,5,4,article,10.1109/tie.2024.3515279,Suspension Force Control for High-Speed Bearingless Doubly Salient Electromagnetic Motor Considering Advanced Angle and Commutation
B,一区,2024,IEEE Transactions on Industrial Electronics,Yiming Shen,5,59,article,10.1109/tie.2023.3344854,Quantitative Analysis of Asymmetric Flux Reversal Permanent Magnet Linear Machine for Long Excursion Application
B,一区,2018,IEEE Transactions on Industrial Electronics,Paulo Roberto Eckert,4,44,article,10.1109/tie.2018.2818656,Dual Quasi-Halbach Linear Tubular Actuator With Coreless Moving-Coil for Semiactive and Active Suspension
B,一区,2022,IEEE Transactions on Industrial Electronics,Peng Liu,3,7,article,10.1109/tie.2022.3203676,Demarcation Method for Magnetostatic Model of Long-Stroke Moving-Iron Proportional Electromagnetic Actuator
B,一区,2019,IEEE Transactions on Industrial Electronics,Neethu S.,5,63,article,10.1109/tie.2019.2931503,Performance Comparison Between PCB-Stator and Laminated-Core-Stator-Based Designs of Axial Flux Permanent Magnet Motors for High-Speed Low-Power Applications
B,一区,2020,IEEE Transactions on Industrial Electronics,Jun Luo,5,39,article,10.1109/tie.2020.2994888,"Development, Design, and Analysis of a Dual-Consequent-Pole Transverse Flux Linear Machine for Direct-Drive Applications"
B,一区,2018,IEEE Transactions on Industrial Electronics,J. Li,5,79,article,10.1109/tie.2018.2835417,Elimination of Even-Order Harmonics and Unipolar Leakage Flux in Consequent-Pole PM Machines by Employing N-S-Iron–S-N-Iron Rotor
B,一区,2018,IEEE Transactions on Industrial Electronics,Wu Su,4,10,article,10.1109/tie.2018.2868285,The DMCM-Based Analytical Calculation of Radial Vibration Force in a Nonsalient Pole Synchronous Generator in No-Load Conditions
B,一区,2018,IEEE Transactions on Industrial Electronics,Gang Lv,3,35,article,10.1109/tie.2018.2795525,Influence of the Ladder-Slit Secondary on Reducing the Edge Effect and Transverse Forces in the Linear Induction Motor
B,一区,2018,IEEE Transactions on Industrial Electronics,Yi Du,7,67,article,10.1109/tie.2018.2838060,Principle and Analysis of Doubly Salient PM Motor With Π-Shaped Stator Iron Core Segments
B,一区,2018,IEEE Transactions on Industrial Electronics,Kai Wang,4,85,article,10.1109/tie.2018.2877165,Novel Hybrid-Pole Rotors for Consequent-Pole PM Machines Without Unipolar Leakage Flux
B,一区,2017,IEEE Transactions on Industrial Electronics,Chenyin Zhao,2,44,article,10.1109/tie.2017.2682018,Design and Analysis of a Novel Bearingless Flux-Switching Permanent Magnet Motor
B,一区,2018,IEEE Transactions on Industrial Electronics,Hengliang Zhang,3,58,article,10.1109/tie.2018.2803724,Modular Spoke-Type Permanent-Magnet Machine for In-Wheel Traction Applications
B,一区,2023,IEEE Transactions on Industrial Electronics,Yongzhi Jing,6,5,article,10.1109/tie.2023.3273245,Gap Self-Sensing Method for Maglev System Using Partial Electromagnet Coil
B,一区,2024,IEEE Transactions on Industrial Electronics,Qing Li,6,5,article,10.1109/tie.2024.3404120,Investigation and Suppression of Electromagnetic Vibration of Permanent Magnet Homopolar Inductor Machine
B,一区,2017,IEEE Transactions on Power Electronics,Qingsong Wang,2,42,article,10.1109/tpel.2017.2704103,"Design, Modeling, and Control of a Novel Hybrid-Excited Flux-Bidirectional-Modulated Generator-Based Wind Power Generation System"
B,一区,2015,IEEE Transactions on Industrial Electronics,Wei Hua,5,48,article,10.1109/tie.2015.2497660,Comparative Study of Switched Reluctance Machines With Half-and Full-Teeth-Wound Windings
B,一区,2018,IEEE Transactions on Industrial Electronics,Wenxiang Zhao,4,38,article,10.1109/tie.2018.2856203,Improvement of Power Factor in a Double-Side Linear Flux-Modulation Permanent-Magnet Motor for Long Stroke Applications
B,一区,2018,IEEE Transactions on Industrial Electronics,Honghui Wen,2,44,article,10.1109/tie.2018.2885725,Unified Analysis of Induction Machine and Synchronous Machine Based on the General Airgap Field Modulation Theory
B,一区,2024,Mechanical Systems and Signal Processing,Chuchao Wang,7,4,article,10.1016/j.ymssp.2024.111706,Theoretical modeling and performance analysis on the linear electromagnetic actuator with high nonlinear dynamic negative stiffness
B,一区,2018,IEEE Transactions on Industrial Electronics,Xing Zhao,2,29,article,10.1109/tie.2018.2863217,Development of a Novel Transverse Flux Tubular Linear Machine With Parallel and Complementary PM Magnetic Circuit for Precision Industrial Processing
B,一区,2018,IEEE Transactions on Industrial Electronics,Hui Yang,4,48,article,10.1109/tie.2018.2823703,Comparative Study of Hybrid PM Memory Machines Having Single- and Dual-Stator Configurations
B,一区,2020,IEEE Transactions on Industrial Electronics,Guohai Liu,4,33,article,10.1109/tie.2020.2973888,Analysis and Evaluation of a Linear Primary Permanent Magnet Vernier Machine With Multiharmonics
B,一区,2020,IEEE Transactions on Industrial Electronics,Yu Zhou,2,37,article,10.1109/tie.2020.2973899,Analytical Method for Calculating the Magnetic Field of Spoke-Type Permanent Magnet Machines Accounting for Eccentric Magnetic Pole
B,一区,2020,IEEE Transactions on Industrial Electronics,Xiaobao Yang,4,30,article,10.1109/tie.2020.2984422,A Novel Dual-Consequent-Pole Transverse Flux Motor and Its Analytical Modeling
B,一区,2019,IEEE Transactions on Industrial Electronics,Huayang Li,3,53,article,10.1109/tie.2019.2934064,Comparative Analysis of Flux Reversal Permanent Magnet Machines With Toroidal and Concentrated Windings
B,一区,2018,IEEE Transactions on Industrial Electronics,Zhiqiang Zeng,2,40,article,10.1109/tie.2017.2786205,Investigation of Novel Partitioned-Primary Hybrid-Excited Flux-Switching Linear Machines
B,一区,2022,IEEE Transactions on Industrial Electronics,Hao Jiang,4,21,article,10.1109/tie.2022.3222595,Multiparameter Identification for Active Magnetic Bearing With Uncertainties Based on a Coupled Nonlinear Model
B,一区,2021,IEEE Transactions on Industrial Electronics,Feng Liu,5,32,article,10.1109/tie.2021.3118413,Analysis and Research on No-Load Air Gap Magnetic Field and System Multiobjective Optimization of Interior PM Motor
B,一区,2018,IEEE Transactions on Industrial Electronics,Jingang Bai,4,41,article,10.1109/tie.2018.2842739,"Design and Analysis of a Magnetic-Field Modulated Brushless Double-Rotor Machine—Part I: Pole Pair Combination of Stator, PM Rotor and Magnetic Blocks"
B,一区,2019,IEEE Transactions on Industrial Electronics,J. Li,3,52,article,10.1109/tie.2019.2922922,Flux-Focusing Permanent Magnet Machines With Modular Consequent-Pole Rotor
B,一区,2020,IEEE Transactions on Industrial Electronics,Zhangqi Liu,5,23,article,10.1109/tie.2020.3005108,DC-Field Excitation Variable Flux Reluctance Starter Generator With Modular Structure for Fault-Tolerant Capability Improvement
B,一区,2023,IEEE Transactions on Industrial Electronics,Xifang Zhao,5,29,article,10.1109/tie.2023.3236099,A Novel Separated Hybrid-Magnetic-Circuit Variable Flux Memory Machine
B,一区,2019,IEEE Transactions on Industrial Electronics,Fang Gao,3,30,article,10.1109/tie.2019.2931241,Analytical Modeling of 3-D Magnetic Field and Performance in Magnetic Lead Screws Accounting for Magnetization Pattern
B,一区,2018,IEEE Transactions on Industrial Electronics,L. F. Zhang,4,30,article,10.1109/tie.2018.2886797,Multiphase PM Machines With Halbach Array Considering Third Harmonic Flux Density
B,一区,2021,IEEE Transactions on Industrial Electronics,Diogo E. Pinto,5,23,article,10.1109/tie.2021.3097607,Vibration Analysis of Delta-Connected PMSMs Using Lookup Table-Based Models—Influence of the 0-Sequence Component
B,一区,2022,IEEE Transactions on Industrial Electronics,Qingwen Ge,5,23,article,10.1109/tie.2022.3158025,Harmonic Magnetic Field Analysis Method and Modeling of Double-Sided Air-Cored Superconducting Linear Synchronous Motor for EDS Train
B,一区,2025,IEEE Transactions on Industrial Electronics,Yiming Shen,5,18,article,10.1109/tie.2025.3563678,Design and Evaluation of Dual Excitation Permanent Magnet Linear Machine With Optimal Utilization of Extended Working Harmonics
B,一区,2024,IEEE Transactions on Industrial Electronics,Yiming Shen,7,14,article,10.1109/tie.2024.3406882,Investigation and Comparative Study of Double-Sided Yokeless Asymmetric Flux Reversal Permanent Magnet Linear Machine
B,一区,2021,IEEE Transactions on Industrial Electronics,Hang Yin,4,13,article,10.1109/tie.2021.3088371,Improved Open-Circuit Airgap Field Model for FSCW-STPM Machines Considering PM-MMF Fluctuation
B,一区,2021,IEEE Transactions on Industrial Electronics,Jiabei Zhu,2,16,article,10.1109/tie.2021.3068665,Winding Configurations and Pole/Tooth Combinations of Doubly-Fed Flux-Switching Permanent Magnet Machines
B,一区,2018,IEEE Transactions on Industrial Electronics,Jingang Bai,4,22,article,10.1109/tie.2018.2842736,Design and Analysis of a Magnetic-Field Modulated Brushless Double-Rotor Machine—Part II: Winding Configuration
B,一区,2023,IEEE Transactions on Industrial Electronics,Quanfeng Li,4,17,article,10.1109/tie.2023.3243285,Vibro-Inertance Matrix Supported OCF Characteristics Analysis of PMSM Under Multiple Operating Conditions for EV
B,一区,2023,IEEE Transactions on Power Electronics,Yue Ma,4,10,article,10.1109/tpel.2023.3309378,A Novel Direct-Drive Rotary–Linear Machine and Ripple Reduction by Harmonic Current Injection Approach
B,一区,2023,IEEE Transactions on Industrial Electronics,Kaikai Guo,2,9,article,10.1109/tie.2023.3337489,Design and Optimization of Linear Rotary Drilling Motor
B,一区,2021,Mechanical Systems and Signal Processing,Mohsen Amjadian,4,16,article,10.1016/j.ymssp.2021.108479,Experimental testing and validation of the dynamic model of a magneto-solid damper for vibration control
B,一区,2021,IEEE Transactions on Industrial Electronics,Lujia Xie,6,14,article,10.1109/tie.2021.3060653,Analysis and Suppression Techniques of Helical Motion Coupling Effect for the 2DoF Direct Drive Induction Machine
B,一区,2021,IEEE Transactions on Industrial Electronics,Zebin Yang,4,19,article,10.1109/tie.2021.3128900,Design and Analysis of a Three-Speed Wound Bearingless Induction Motor
B,一区,2020,IEEE Transactions on Industrial Electronics,Wei Xu,5,6,article,10.1109/tie.2020.2978686,No-Load Performance Analysis of an Asymmetric-Pole Single-Phase Doubly Salient Permanent Magnet Machine
B,一区,2022,IEEE Transactions on Industrial Electronics,Jikai Si,6,13,article,10.1109/tie.2022.3222612,Analytical Modeling of Slotless Axial Flux Permanent Magnet Motor With Equidirectional Toroidal Winding
B,一区,2024,IEEE Transactions on Industrial Electronics,Haorui Ge,5,5,article,10.1109/tie.2024.3468630,Vibration Synthesis of Permanent Magnet Synchronous Machines Considering Simply Supported Constraints and Tooth Modulations
B,一区,2018,IEEE Transactions on Industrial Electronics,Zongsheng Zhang,4,7,article,10.1109/tie.2018.2881942,Novel Decoupling Modular Permanent Magnet Flux-Switching Linear Motor
C,一区,2019,Energy Conversion and Management,Wei Han,3,30,article,10.1016/j.enconman.2019.05.093,All-utensil domestic induction heating system
C,一区,2018,Applied Thermal Engineering,Wenwen Liu,5,25,article,10.1016/j.applthermaleng.2018.09.043,Analysis of the induction heating efficiency and thermal energy conversion ability under different electromagnetic stick structures in the RPECT
C,一区,2016,Applied Thermal Engineering,Yi Han,3,43,article,10.1016/j.applthermaleng.2016.01.161,Study on electromagnetic heating process of heavy-duty sprockets with circular coils and profile coils
C,一区,2023,Applied Thermal Engineering,Xuecheng Fu,5,16,article,10.1016/j.applthermaleng.2023.121025,Heat generation and transfer simulation of a high temperature heat pipe under induction heating based on a coupled model
C,一区,2020,Applied Thermal Engineering,Iulen Cabeza‐Gil,6,21,article,10.1016/j.applthermaleng.2020.115789,Thermal analysis of a cooking pan with a power control induction system
C,一区,2017,International Journal of Heat and Mass Transfer,Wenwen Liu,4,21,article,10.1016/j.ijheatmasstransfer.2017.12.050,Analysis of the thermal-mechanical problem in the process of flexible roll profile electromagnetic control
C,一区,2023,Applied Thermal Engineering,Ping Yang,3,4,article,10.1016/j.applthermaleng.2023.121516,Heat behavior and axial temperature distribution of a Ti-6Al-4V alloy in a superconducting induction heater with a controllable magnet structure
C,一区,2026,Applied Thermal Engineering,Qin Xiaofeng,8,0,article,10.1016/j.applthermaleng.2026.130394,Research on mobile induction heating of rolls based on magnetic-heat coupling finite element method
C,一区,2018,International Journal of Heat and Mass Transfer,Zujun Peng,3,9,article,10.1016/j.ijheatmasstransfer.2018.11.027,A novel approach to temperature-dependent thermal contact conductance during transient isothermal cooling
C,一区,2021,Applied Thermal Engineering,Maedeh Amirpour,6,55,article,10.1016/j.applthermaleng.2021.116710,Coupled electromagnetic-thermal analysis of roadway inductive power transfer pads within a model pavement
C,一区,2017,Energy Conversion and Management,Sam Yang,3,15,article,10.1016/j.enconman.2017.12.025,Thermal management of a notional all-electric ship electromagnetic launcher
C,一区,2022,International Journal of Heat and Mass Transfer,Tao Sun,6,24,article,10.1016/j.ijheatmasstransfer.2022.122568,Design of thermal cloak and concentrator with interconnected structure
C,一区,2022,International Journal of Heat and Mass Transfer,Zhang Bao,5,17,article,10.1016/j.ijheatmasstransfer.2022.123267,Modelling of magneto-electro-thermo-mechanical coupled behavior of the lubricating liquid film for the electromagnetic launch
C,一区,2021,Energy,Xiaoyu Jia,5,53,article,10.1016/j.energy.2021.121788,Numerical study on temperature rise and mechanical properties of winding in oil-immersed transformer
C,一区,2024,Applied Thermal Engineering,Mohsen Broumand,3,14,article,10.1016/j.applthermaleng.2024.122802,A novel phase change material-based thermal management of electric machine windings enabled by additive manufacturing
C,一区,2024,Applied Thermal Engineering,Shuai Zhang,10,15,article,10.1016/j.applthermaleng.2024.124047,Investigation on electromagnetic and heat transfer coupling of heating susceptor for selective microwave hybrid soldering: 3D multi-physics simulation and experiment
C,一区,2025,Energy,Lei Shi,9,4,article,10.1016/j.energy.2025.136842,Electromagnetically induced in situ catalytic methanol steam reforming for hydrogen production
C,一区,2025,International Journal of Heat and Mass Transfer,Xu Huang,4,7,article,10.1016/j.ijheatmasstransfer.2025.126738,Silicon cylinders hollowed for nonreciprocal thermal radiation under a magnetic field of 1 T
C,一区,2017,Energy,Mostafa Jafari,2,5,article,10.1016/j.energy.2017.02.016,Thermal survey of core losses in permanent magnet micro-motor
C,一区,2020,International Journal of Heat and Mass Transfer,Wenchao Duan,5,33,article,10.1016/j.ijheatmasstransfer.2020.120353,Simulation on DC casting of magnesium alloy under out-of-phase pulsed magnetic field with different coil connection strategies
C,一区,2023,Energy,Dong‐Min Kim,4,10,article,10.1016/j.energy.2023.129053,Analytical temperature estimation process of the air supply system of the proton exchange membrane fuel cell stack in fuel cell electric vehicles
C,一区,2025,International Journal of Heat and Mass Transfer,M. R. Pratt,3,3,article,10.1016/j.ijheatmasstransfer.2025.126733,Modeling of thermal enhancement and scaling analysis for omnidirectional magnetic field generator to actively detumble space debris
C,一区,2017,Energy,Deepak Arumugam,3,6,article,10.1016/j.energy.2017.05.132,Improved performance of integrated generator systems with claw pole alternator for aircraft applications
C,一区,2026,Applied Thermal Engineering,Limin Wu,7,1,article,10.1016/j.applthermaleng.2026.130443,Multi-field coupling modeling of opposed-piston free-piston engine generator and model modification based on experimental data and numerical finite element iterative calculation
C,一区,2024,International Journal of Heat and Mass Transfer,Liangliang Shen,5,11,article,10.1016/j.ijheatmasstransfer.2024.125846,Temporal spatial transfer characteristics and cross-scale fusion behavior mechanism of interface temperature in induction welding of plain carbon fiber polyphenylene sulfide
C,一区,2026,Applied Thermal Engineering,Yiping Sun,7,5,article,10.1016/j.applthermaleng.2026.129851,Absorption and photothermal conversion analysis of metamaterial solar absorber based on double Ni rings
C,一区,2021,Energy Conversion and Management,Panagiotis Stamatopoulos,6,6,article,10.1016/j.enconman.2020.113819,Introducing a 1D numerical model for the simulation of PN junctions of varying spectral material properties and operating conditions
C,一区,2025,International Journal of Heat and Mass Transfer,Jianzhou Xu,7,4,article,10.1016/j.ijheatmasstransfer.2025.127390,Numerical analysis of arc swing behavior in AC-assisted twin-wire arc process
C,一区,2026,International Journal of Heat and Mass Transfer,Wenkun Peng,3,1,article,10.1016/j.ijheatmasstransfer.2026.128546,Dynamical modulation for graphene-based highly nonreciprocal emitter with TE-four/TM-ten bands
C,一区,2026,International Journal of Heat and Mass Transfer,Kai Ling,3,0,article,10.1016/j.ijheatmasstransfer.2026.129012,Lattice Boltzmann method for coupled electromagnetic-thermal-fluid modeling of superconductors in cryogenic fluids
C,一区,2026,Applied Thermal Engineering,Jorge Munguia-Chavez,6,0,article,10.1016/j.applthermaleng.2026.130858,Numerical study of steel dynamics and heat transfer during electromagnetic stirring in the ladle furnace with different coil shape designs
C,一区,2026,Energy,Dazhi Li,7,0,article,10.1016/j.energy.2026.140468,A fast AC loss calculation method for high temperature superconducting magnetic energy storage magnet via critical state driven current identification
C,一区,2017,Applied Thermal Engineering,Jianhui Zhao,6,79,article,10.1016/j.applthermaleng.2017.05.117,Different boost voltage effects on the dynamic response and energy losses of high-speed solenoid valves
C,一区,2024,Applied Thermal Engineering,Chang Liu,7,24,article,10.1016/j.applthermaleng.2024.124941,Research on comprehensive heat dissipation characteristics of AlSi7Mg TPMS heat sinks manufactured by laser powder bed fusion
C,一区,2024,Applied Energy,Yibo Wang,6,16,article,10.1016/j.apenergy.2024.124181,Design and analysis of a multi-segment multi-permeability core for EV wireless charging with enhanced efficiency and thermal performances
C,一区,2025,Applied Energy,Yang Kuang,3,1,article,10.1016/j.apenergy.2025.126665,"Design, modelling and field test of a track-borne magnetic field energy harvester for electrified railways"
C,一区,2022,Energy Conversion and Management,Bo Fan,6,53,article,10.1016/j.enconman.2022.116319,Bionic flutter wing piezoelectric-electromagnetic composite energy harvesting system
C,一区,2022,Energy,Wei Wang,4,21,article,10.1016/j.energy.2022.125311,Design and numerical investigation of an ultra-wide bandwidth rolling magnet bistable electromagnetic harvester
C,一区,2020,Energy,Guangcheng Fan,6,16,article,10.1016/j.energy.2020.119088,Research on energy conversion efficiency of the reconfigurable reconnection electromagnetic launcher
C,一区,2023,Energy Conversion and Management,Baolin Li,4,36,article,10.1016/j.enconman.2023.118022,"Hand-held rolling magnetic-spring energy harvester: Design, analysis, and experimental verification"
C,一区,2018,Applied Thermal Engineering,Jianliang Sun,4,45,article,10.1016/j.applthermaleng.2018.01.101,Numerical and experimental investigation of induction heating process of heavy cylinder
C,一区,2019,Applied Thermal Engineering,Lingxiao Cao,4,45,article,10.1016/j.applthermaleng.2019.114260,Flexible circulated-cooling liquid metal coil for induction heating
C,一区,2020,International Journal of Heat and Mass Transfer,Li Bao,6,49,article,10.1016/j.ijheatmasstransfer.2020.119422,Numerical and experimental research on localized induction heating process for hot stamping steel sheets
C,一区,2015,International Journal of Heat and Mass Transfer,Huy-Tien Bui,2,44,article,10.1016/j.ijheatmasstransfer.2015.02.057,Modeling a working coil coupled with magnetic flux concentrators for barrel induction heating in an injection molding machine
C,一区,2017,International Journal of Heat and Mass Transfer,Liangliang Lu,5,67,article,10.1016/j.ijheatmasstransfer.2017.01.062,Numerical study of titanium melting by high frequency inductive heating
C,一区,2025,Applied Thermal Engineering,Jingxiao Wang,4,2,article,10.1016/j.applthermaleng.2025.129041,Numerical simulation and mathematical modeling for electromagnetic induction heating of spatially fixed micron-scale iron particles
C,一区,2023,Applied Thermal Engineering,Talal Alqahtani,3,19,article,10.1016/j.applthermaleng.2023.120072,Numerical investigation on performance enhancement of metal-hydride hydrogen tank using electromagnetic induction heating
C,一区,2016,Applied Thermal Engineering,Yoav Hadad,3,20,article,10.1016/j.applthermaleng.2016.03.151,Inductive heating with a stepped diameter crucible
C,一区,2015,Energy Conversion and Management,Arunava Chatterjee,2,30,article,10.1016/j.enconman.2015.03.091,An improved excitation control technique of three-phase induction machine operating as dual winding generator for micro-wind domestic application
C,一区,2018,International Journal of Heat and Mass Transfer,Dmitrii O. Glushkov,3,15,article,10.1016/j.ijheatmasstransfer.2018.08.103,The gel fuel ignition at local conductive heating
C,一区,2025,International Journal of Heat and Mass Transfer,Yuewei Ai,4,16,article,10.1016/j.ijheatmasstransfer.2025.126988,Numerical investigation on the molten pool and keyhole dynamic behaviors and weld microstructure in laser-induction hybrid welding of stainless steel
C,一区,2021,Energy,Yuhang Song,7,39,article,10.1016/j.energy.2021.120380,Simulation of air-steam gasification of pine sawdust in an updraft gasification system for production of hydrogen-rich producer gas
